##########################################################################################################################

################################################### For binary BoW #######################################################

Optimizing for label: toxic
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
| 4         | 0.9278    | 1.842     | 0.7913    | 3.099     | 1.864     | 1.0       |
| 5         | 0.8945    | 6.122     | 0.7418    | 2.169     | 1.733     | 1.0       |
| 6         | 0.9022    | 7.854     | 0.7599    | 3.057     | 2.185     | 1.0       |
| 7         | 0.9031    | 6.079     | 0.7512    | 1.26      | 2.898     | 1.0       |
| 8         | 0.8951    | 8.086     | 0.7914    | 1.391     | 2.368     | 1.0       |
| 9         | 0.9213    | 1.229     | 0.8486    | 1.138     | 2.819     | 1.0       |
| 10        | 0.9077    | 6.629     | 0.7935    | 3.08      | 2.093     | 1.0       |
| 11        | 0.9158    | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 12        | 0.9304    | 1.8       | 1.0       | 5.0       | 1.0       | 1.0       |
| 13        | 0.9163    | 0.01      | 0.7       | 2.416     | 1.0       | 1.0       |
| 14        | 0.9174    | 0.01      | 0.7       | 5.0       | 1.0       | 1.0       |
| 15        | 0.9331    | 1.157     | 1.0       | 3.876     | 1.0       | 1.0       |
| 16        | 0.9302    | 0.4146    | 0.9731    | 3.524     | 2.444     | 1.0       |
| 17        | 0.9134    | 5.672     | 0.9578    | 4.98      | 2.922     | 1.0       |
| 18        | 0.9173    | 3.466     | 0.7       | 5.0       | 1.0       | 1.0       |
| 19        | 0.931     | 2.642     | 1.0       | 5.0       | 3.0       | 1.0       |
| 20        | 0.8784    | 10.0      | 1.0       | 5.0       | 1.0       | 1.0       |
| 21        | 0.9033    | 3.2       | 1.0       | 1.0       | 3.0       | 1.0       |
| 22        | 0.9258    | 2.122     | 1.0       | 3.683     | 3.0       | 1.0       |
| 23        | 0.9351    | 0.8924    | 0.9431    | 4.022     | 1.654     | 1.0       |
| 24        | 0.9244    | 2.279     | 1.0       | 4.366     | 1.791     | 1.0       |
| 25        | 0.9261    | 1.877     | 0.7       | 1.0       | 1.0       | 1.0       |
| 26        | 0.8923    | 0.01      | 0.7       | 1.974     | 3.0       | 1.0       |
| 27        | 0.9193    | 2.782     | 1.0       | 2.348     | 1.0       | 1.0       |
| 28        | 0.9252    | 3.816     | 0.7       | 5.0       | 3.0       | 1.0       |
| 29        | 0.9352    | 1.51      | 1.0       | 5.0       | 3.0       | 1.0       |
| 30        | 0.9167    | 0.01      | 1.0       | 3.685     | 1.0       | 1.0       |
| 31        | 0.936     | 0.9227    | 1.0       | 5.0       | 1.882     | 1.0       |
| 32        | 0.9337    | 0.7128    | 0.9648    | 1.011     | 1.056     | 1.0       |
| 33        | 0.9314    | 1.313     | 0.988     | 2.064     | 1.185     | 1.0       |
| 34        | 0.8997    | 6.001     | 0.7       | 5.0       | 1.0       | 1.0       |
| 35        | 0.8733    | 10.0      | 1.0       | 1.0       | 1.0       | 1.0       |
| 36        | 0.9338    | 0.8176    | 1.0       | 4.347     | 2.45      | 1.0       |
| 37        | 0.9308    | 1.247     | 1.0       | 1.0       | 1.738     | 1.0       |
| 38        | 0.9363    | 0.3947    | 0.7       | 4.376     | 1.935     | 1.0       |
| 39        | 0.9349    | 0.9204    | 0.9267    | 4.632     | 1.278     | 1.0       |
| 40        | 0.9146    | 4.639     | 0.7       | 3.451     | 3.0       | 1.0       |
| 41        | 0.9339    | 1.935     | 0.7       | 5.0       | 3.0       | 1.0       |
| 42        | 0.9346    | 1.69      | 1.0       | 5.0       | 2.341     | 1.0       |
| 43        | 0.9282    | 0.1849    | 0.9627    | 4.189     | 2.088     | 1.0       |
| 44        | 0.9284    | 1.062     | 0.7       | 3.694     | 3.0       | 1.0       |
| 45        | 0.9359    | 1.069     | 0.7       | 5.0       | 2.497     | 1.0       |
| 46        | 0.9056    | 7.802     | 1.0       | 5.0       | 3.0       | 1.0       |
| 47        | 0.9153    | 0.01      | 1.0       | 1.0       | 1.0       | 1.0       |
| 48        | 0.9293    | 1.656     | 0.7944    | 3.16      | 1.002     | 1.0       |
| 49        | 0.9346    | 0.9196    | 0.7       | 3.039     | 1.898     | 1.0       |
| 50        | 0.932     | 1.059     | 0.7       | 1.0       | 1.0       | 1.0       |
| 51        | 0.928     | 1.248     | 1.0       | 2.653     | 2.367     | 1.0       |
| 52        | 0.9363    | 0.6033    | 0.7       | 4.244     | 1.413     | 1.0       |
| 53        | 0.9314    | 1.153     | 1.0       | 1.323     | 1.0       | 1.0       |
| 54        | 0.9354    | 0.8345    | 0.7       | 4.64      | 1.858     | 1.0       |
| 55        | 0.9094    | 3.923     | 1.0       | 1.0       | 1.0       | 1.0       |
| 56        | 0.9321    | 0.8242    | 0.7819    | 3.675     | 2.211     | 1.0       |
| 57        | 0.9335    | 1.001     | 1.0       | 2.912     | 1.438     | 1.0       |
| 58        | 0.9335    | 1.011     | 0.7       | 2.115     | 1.669     | 1.0       |
| 59        | 0.9255    | 3.074     | 0.7       | 4.164     | 3.0       | 1.0       |
| 60        | 0.9328    | 1.626     | 0.8513    | 4.46      | 2.909     | 1.0       |
=====================================================================================
Best parameters for label insult: {'alpha': 0.39470274844235514, 'max_df': 0.7, 'min_df': 4, 'ngram_range': (1, 1)}
Optimizing for label: identity_hate
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
-------------------------------------------------------------------------------------
| 1         | 0.8715    | 3.752     | 0.9852    | 3.928     | 2.197     | 1.0       |
| 2         | 0.9085    | 1.568     | 0.7174    | 4.465     | 2.202     | 1.0       |
| 3         | 0.9233    | 0.2156    | 0.991     | 4.33      | 1.425     | 1.0       |
| 4         | 0.8853    | 1.842     | 0.7913    | 3.099     | 1.864     | 1.0       |
| 5         | 0.8224    | 6.122     | 0.7418    | 2.169     | 1.733     | 1.0       |
| 6         | 0.8292    | 7.854     | 0.7599    | 3.057     | 2.185     | 1.0       |
| 7         | 0.8407    | 6.079     | 0.7512    | 1.26      | 2.898     | 1.0       |
| 8         | 0.8259    | 8.086     | 0.7914    | 1.391     | 2.368     | 1.0       |
| 9         | 0.9022    | 1.229     | 0.8486    | 1.138     | 2.819     | 1.0       |
| 10        | 0.8386    | 6.629     | 0.7935    | 3.08      | 2.093     | 1.0       |
| 11        | 0.8888    | 0.01      | 1.0       | 5.0       | 3.0       | 1.0       |
| 12        | 0.8877    | 0.01      | 1.0       | 1.0       | 1.0       | 1.0       |
| 13        | 0.9102    | 1.086     | 0.7       | 5.0       | 1.0       | 1.0       |
| 14        | 0.9091    | 0.1087    | 0.7588    | 2.626     | 2.991     | 1.0       |
| 15        | 0.9119    | 0.06472   | 0.726     | 3.279     | 1.131     | 1.0       |
| 16        | 0.8674    | 0.01      | 0.7       | 1.0       | 3.0       | 1.0       |
| 17        | 0.8776    | 2.812     | 0.8364    | 1.034     | 2.979     | 1.0       |
| 18        | 0.8029    | 10.0      | 1.0       | 5.0       | 1.0       | 1.0       |
| 19        | 0.8901    | 0.01      | 1.0       | 5.0       | 1.0       | 1.0       |
| 20        | 0.8874    | 0.01      | 1.0       | 3.628     | 2.246     | 1.0       |
| 21        | 0.9076    | 1.023     | 0.8764    | 3.951     | 1.041     | 1.0       |
| 22        | 0.8807    | 1.986     | 0.8581    | 1.04      | 1.023     | 1.0       |
| 23        | 0.8729    | 2.686     | 1.0       | 5.0       | 1.0       | 1.0       |
| 24        | 0.9097    | 1.296     | 0.9201    | 2.705     | 2.958     | 1.0       |
| 25        | 0.8935    | 2.328     | 1.0       | 5.0       | 3.0       | 1.0       |
| 26        | 0.9186    | 0.7425    | 0.7       | 5.0       | 1.945     | 1.0       |
| 27        | 0.8492    | 5.537     | 0.7833    | 4.958     | 2.894     | 1.0       |
| 28        | 0.9184    | 0.7074    | 0.7996    | 2.172     | 2.042     | 1.0       |
| 29        | 0.9174    | 0.6642    | 0.7       | 2.193     | 1.0       | 1.0       |
| 30        | 0.9128    | 0.8631    | 1.0       | 4.574     | 1.656     | 1.0       |
| 31        | 0.7972    | 10.0      | 1.0       | 1.0       | 1.0       | 1.0       |
| 32        | 0.9231    | 0.3942    | 0.7       | 4.283     | 1.433     | 1.0       |
| 33        | 0.9137    | 1.193     | 0.7       | 5.0       | 3.0       | 1.0       |
| 34        | 0.9108    | 0.9545    | 0.7       | 2.043     | 3.0       | 1.0       |
| 35        | 0.8889    | 0.01      | 1.0       | 2.282     | 1.0       | 1.0       |
| 36        | 0.9045    | 1.066     | 0.7175    | 1.561     | 1.484     | 1.0       |
| 37        | 0.9119    | 1.186     | 0.7       | 3.896     | 3.0       | 1.0       |
| 38        | 0.9141    | 0.8016    | 0.7       | 2.812     | 1.491     | 1.0       |
| 39        | 0.89      | 0.01      | 0.7       | 4.056     | 1.0       | 1.0       |
| 40        | 0.8436    | 4.026     | 1.0       | 1.0       | 1.0       | 1.0       |
| 41        | 0.8898    | 2.474     | 0.7       | 3.478     | 3.0       | 1.0       |
| 42        | 0.8299    | 5.897     | 1.0       | 5.0       | 1.0       | 1.0       |
| 43        | 0.9155    | 0.08301   | 0.7732    | 4.86      | 1.801     | 1.0       |
| 44        | 0.8992    | 1.323     | 0.7527    | 2.372     | 1.019     | 1.0       |
| 45        | 0.8275    | 8.174     | 1.0       | 5.0       | 3.0       | 1.0       |
| 46        | 0.8972    | 0.03772   | 0.7226    | 2.419     | 2.108     | 1.0       |
| 47        | 0.9197    | 0.5621    | 0.9711    | 3.826     | 1.462     | 1.0       |
| 48        | 0.9176    | 0.7731    | 0.7025    | 2.864     | 2.442     | 1.0       |
| 49        | 0.9229    | 0.6909    | 0.7028    | 4.145     | 2.031     | 1.0       |
| 50        | 0.9       | 1.376     | 1.0       | 1.934     | 2.378     | 1.0       |
| 51        | 0.9235    | 0.3645    | 0.7       | 4.432     | 1.904     | 1.0       |
| 52        | 0.9191    | 0.5885    | 0.7       | 3.073     | 1.0       | 1.0       |
| 53        | 0.8726    | 3.635     | 0.7       | 5.0       | 3.0       | 1.0       |
| 54        | 0.9146    | 0.6393    | 1.0       | 2.529     | 3.0       | 1.0       |
| 55        | 0.9231    | 0.5995    | 0.7009    | 3.014     | 2.991     | 1.0       |
| 56        | 0.9231    | 0.397     | 0.9486    | 4.403     | 1.722     | 1.0       |
| 57        | 0.922     | 0.4444    | 0.7       | 3.906     | 1.679     | 1.0       |
| 58        | 0.9197    | 0.9245    | 0.7215    | 4.586     | 2.428     | 1.0       |
| 59        | 0.9167    | 0.7081    | 0.7       | 4.337     | 1.661     | 1.0       |
| 60        | 0.8643    | 4.016     | 0.7       | 2.627     | 3.0       | 1.0       |
=====================================================================================
Best parameters for label identity_hate: {'alpha': 0.36450987810825203, 'max_df': 0.7, 'min_df': 4, 'ngram_range': (1, 1)}

##########################################################################################################################


##########################################################################################################################

################################################### For tfidf ############################################################

Optimizing for label: toxic
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
-------------------------------------------------------------------------------------
| 1         | 0.9215    | 3.752     | 0.9852    | 3.928     | 2.197     | 1.0       |
| 2         | 0.9443    | 1.568     | 0.7174    | 4.465     | 2.202     | 1.0       |
| 3         | 0.9524    | 0.2156    | 0.991     | 4.33      | 1.425     | 1.0       |
| 4         | 0.9233    | 1.842     | 0.7913    | 3.099     | 1.864     | 1.0       |
| 5         | 0.8785    | 6.122     | 0.7418    | 2.169     | 1.733     | 1.0       |
| 6         | 0.8916    | 7.854     | 0.7599    | 3.057     | 2.185     | 1.0       |
| 7         | 0.9023    | 6.079     | 0.7512    | 1.26      | 2.898     | 1.0       |
| 8         | 0.89      | 8.086     | 0.7914    | 1.391     | 2.368     | 1.0       |
| 9         | 0.9475    | 1.229     | 0.8486    | 1.138     | 2.819     | 1.0       |
| 10        | 0.899     | 6.629     | 0.7935    | 3.08      | 2.093     | 1.0       |
| 11        | 0.9403    | 0.01998   | 0.9413    | 4.557     | 2.939     | 1.0       |
| 12        | 0.9351    | 0.01      | 1.0       | 1.0       | 1.0       | 1.0       |
| 13        | 0.9373    | 0.01      | 0.7       | 1.954     | 3.0       | 1.0       |
| 14        | 0.9382    | 1.155     | 0.7       | 5.0       | 1.0       | 1.0       |
| 15        | 0.901     | 5.61      | 0.7       | 5.0       | 3.0       | 1.0       |
| 16        | 0.9253    | 2.894     | 0.7       | 1.0       | 3.0       | 1.0       |
| 17        | 0.9349    | 0.01      | 1.0       | 3.098     | 1.0       | 1.0       |
| 18        | 0.9344    | 2.211     | 1.0       | 5.0       | 3.0       | 1.0       |
| 19        | 0.9352    | 0.01      | 1.0       | 5.0       | 1.719     | 1.0       |
| 20        | 0.9512    | 0.7945    | 1.0       | 3.489     | 3.0       | 1.0       |
| 21        | 0.8631    | 10.0      | 1.0       | 5.0       | 1.0       | 1.0       |
| 22        | 0.9513    | 0.1761    | 0.7075    | 3.64      | 2.081     | 1.0       |
| 23        | 0.9241    | 1.793     | 1.0       | 1.0       | 1.0       | 1.0       |
| 24        | 0.9521    | 0.7158    | 1.0       | 4.057     | 2.041     | 1.0       |
| 25        | 0.9077    | 3.243     | 1.0       | 5.0       | 1.0       | 1.0       |
| 26        | 0.9373    | 0.01      | 1.0       | 1.0       | 3.0       | 1.0       |
| 27        | 0.9488    | 1.036     | 0.7       | 4.14      | 3.0       | 1.0       |
| 28        | 0.9347    | 0.01      | 0.7       | 4.238     | 1.0       | 1.0       |
| 29        | 0.9436    | 1.449     | 1.0       | 2.227     | 3.0       | 1.0       |
| 30        | 0.9463    | 0.06064   | 0.8957    | 3.393     | 2.906     | 1.0       |
| 31        | 0.9341    | 2.221     | 0.7       | 3.647     | 3.0       | 1.0       |
| 32        | 0.9349    | 0.01      | 1.0       | 3.904     | 1.917     | 1.0       |
| 33        | 0.9521    | 0.7055    | 0.7098    | 2.619     | 2.024     | 1.0       |
| 34        | 0.9413    | 0.8675    | 0.7       | 3.906     | 1.318     | 1.0       |
| 35        | 0.8591    | 10.0      | 1.0       | 1.0       | 1.0       | 1.0       |
| 36        | 0.9351    | 0.01      | 0.7       | 1.947     | 1.751     | 1.0       |
| 37        | 0.952     | 0.706     | 0.7       | 3.126     | 2.589     | 1.0       |
| 38        | 0.9509    | 0.8894    | 0.7       | 5.0       | 2.284     | 1.0       |
| 39        | 0.8808    | 6.393     | 1.0       | 5.0       | 1.0       | 1.0       |
| 40        | 0.9425    | 0.8218    | 1.0       | 4.72      | 1.595     | 1.0       |
| 41        | 0.8972    | 3.824     | 0.7       | 1.0       | 1.0       | 1.0       |
| 42        | 0.942     | 0.8399    | 0.7129    | 1.121     | 1.909     | 1.0       |
| 43        | 0.917     | 3.722     | 1.0       | 2.612     | 3.0       | 1.0       |
| 44        | 0.9385    | 1.019     | 0.8682    | 2.272     | 1.044     | 1.0       |
| 45        | 0.9502    | 0.9166    | 0.7       | 5.0       | 3.0       | 1.0       |
| 46        | 0.9531    | 0.5003    | 0.7241    | 4.376     | 2.079     | 1.0       |
| 47        | 0.9505    | 0.9211    | 0.9987    | 2.083     | 2.177     | 1.0       |
| 48        | 0.9478    | 0.5389    | 0.9924    | 3.077     | 1.979     | 1.0       |
| 49        | 0.9528    | 0.5669    | 0.7       | 3.826     | 2.545     | 1.0       |
| 50        | 0.9438    | 1.592     | 0.7       | 1.689     | 2.257     | 1.0       |
| 51        | 0.9497    | 1.027     | 1.0       | 4.636     | 2.691     | 1.0       |
| 52        | 0.9186    | 3.61      | 0.7       | 5.0       | 3.0       | 1.0       |
| 53        | 0.9495    | 1.019     | 0.7104    | 1.816     | 2.668     | 1.0       |
| 54        | 0.9459    | 0.6391    | 0.7       | 3.655     | 1.968     | 1.0       |
| 55        | 0.9524    | 0.6129    | 1.0       | 2.591     | 3.0       | 1.0       |
| 56        | 0.9428    | 0.03094   | 0.7842    | 2.777     | 2.314     | 1.0       |
| 57        | 0.8758    | 10.0      | 0.7       | 3.358     | 3.0       | 1.0       |
| 58        | 0.9525    | 0.6239    | 0.7336    | 3.096     | 2.999     | 1.0       |
| 59        | 0.9471    | 0.5855    | 1.0       | 4.306     | 1.0       | 1.0       |
| 60        | 0.9503    | 0.949     | 1.0       | 2.643     | 2.543     | 1.0       |
=====================================================================================
Best parameters for label toxic: {'alpha': 0.500284537385457, 'max_df': 0.7240907832327527, 'min_df': 4, 'ngram_range': (1, 2)}
Optimizing for label: severe_toxic
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
-------------------------------------------------------------------------------------
| 1         | 0.9143    | 3.752     | 0.9852    | 3.928     | 2.197     | 1.0       |
| 2         | 0.9437    | 1.568     | 0.7174    | 4.465     | 2.202     | 1.0       |
| 3         | 0.9641    | 0.2156    | 0.991     | 4.33      | 1.425     | 1.0       |
| 4         | 0.9037    | 1.842     | 0.7913    | 3.099     | 1.864     | 1.0       |
| 5         | 0.8569    | 6.122     | 0.7418    | 2.169     | 1.733     | 1.0       |
| 6         | 0.8857    | 7.854     | 0.7599    | 3.057     | 2.185     | 1.0       |
| 7         | 0.8951    | 6.079     | 0.7512    | 1.26      | 2.898     | 1.0       |
| 8         | 0.8841    | 8.086     | 0.7914    | 1.391     | 2.368     | 1.0       |
| 9         | 0.9504    | 1.229     | 0.8486    | 1.138     | 2.819     | 1.0       |
| 10        | 0.8923    | 6.629     | 0.7935    | 3.08      | 2.093     | 1.0       |
| 11        | 0.9776    | 0.07081   | 0.8524    | 4.993     | 2.39      | 1.0       |
| 12        | 0.969     | 0.01      | 1.0       | 3.563     | 3.0       | 1.0       |
| 13        | 0.9674    | 0.01      | 1.0       | 1.0       | 1.0       | 1.0       |
| 14        | 0.9769    | 0.0565    | 0.7143    | 1.048     | 2.641     | 1.0       |
| 15        | 0.8893    | 5.851     | 1.0       | 5.0       | 3.0       | 1.0       |
| 16        | 0.9758    | 0.0388    | 0.926     | 2.129     | 2.035     | 1.0       |
| 17        | 0.8429    | 10.0      | 1.0       | 5.0       | 1.0       | 1.0       |
| 18        | 0.9677    | 0.01      | 0.7       | 5.0       | 1.0       | 1.0       |
| 19        | 0.9752    | 0.03425   | 0.972     | 1.779     | 2.987     | 1.0       |
| 20        | 0.9691    | 0.01      | 0.7       | 5.0       | 3.0       | 1.0       |
| 21        | 0.9675    | 0.01      | 0.7       | 2.394     | 1.0       | 1.0       |
| 22        | 0.9481    | 1.033     | 1.0       | 5.0       | 3.0       | 1.0       |
| 23        | 0.9692    | 0.01      | 0.7       | 4.107     | 2.18      | 1.0       |
| 24        | 0.8955    | 2.487     | 1.0       | 5.0       | 1.0       | 1.0       |
| 25        | 0.9757    | 0.03878   | 0.9249    | 1.074     | 2.218     | 1.0       |
| 26        | 0.9689    | 0.01      | 0.7       | 2.509     | 3.0       | 1.0       |
| 27        | 0.9677    | 0.01      | 1.0       | 5.0       | 1.789     | 1.0       |
| 28        | 0.8697    | 10.0      | 1.0       | 1.0       | 3.0       | 1.0       |
| 29        | 0.9674    | 0.01      | 0.7       | 1.511     | 1.74      | 1.0       |
| 30        | 0.9675    | 0.01      | 0.7       | 3.56      | 1.0       | 1.0       |
| 31        | 0.9675    | 0.01      | 1.0       | 2.981     | 1.973     | 1.0       |
| 32        | 0.974     | 0.02626   | 0.958     | 1.023     | 2.688     | 1.0       |
| 33        | 0.9168    | 1.294     | 1.0       | 1.0       | 1.0       | 1.0       |
| 34        | 0.9731    | 0.3342    | 0.7023    | 4.987     | 2.011     | 1.0       |
| 35        | 0.9728    | 0.3372    | 0.9984    | 1.794     | 2.547     | 1.0       |
| 36        | 0.9692    | 0.01      | 1.0       | 4.544     | 2.687     | 1.0       |
| 37        | 0.9749    | 0.03166   | 0.7161    | 1.71      | 2.461     | 1.0       |
| 38        | 0.9675    | 0.01      | 1.0       | 2.055     | 1.0       | 1.0       |
| 39        | 0.9769    | 0.05222   | 0.7098    | 4.882     | 2.365     | 1.0       |
| 40        | 0.9768    | 0.05186   | 0.945     | 2.084     | 2.726     | 1.0       |
| 41        | 0.9634    | 0.6961    | 0.954     | 3.162     | 2.951     | 1.0       |
| 42        | 0.9686    | 0.01      | 0.7       | 1.0       | 3.0       | 1.0       |
| 43        | 0.9722    | 0.3594    | 0.7       | 1.0       | 2.423     | 1.0       |
| 44        | 0.9093    | 3.459     | 1.0       | 1.0       | 3.0       | 1.0       |
| 45        | 0.969     | 0.01      | 1.0       | 1.724     | 2.405     | 1.0       |
| 46        | 0.9136    | 3.073     | 0.7       | 5.0       | 3.0       | 1.0       |
| 47        | 0.9607    | 0.7968    | 0.7851    | 2.249     | 2.967     | 1.0       |
| 48        | 0.9766    | 0.1917    | 0.7108    | 2.506     | 2.167     | 1.0       |
| 49        | 0.8624    | 5.786     | 0.7       | 5.0       | 1.0       | 1.0       |
| 50        | 0.9743    | 0.2878    | 1.0       | 2.489     | 2.471     | 1.0       |
| 51        | 0.9677    | 0.531     | 0.7       | 4.063     | 2.741     | 1.0       |
| 52        | 0.9394    | 0.6666    | 0.7       | 4.384     | 1.0       | 1.0       |
| 53        | 0.969     | 0.01      | 0.7       | 1.0       | 2.126     | 1.0       |
| 54        | 0.8397    | 10.0      | 0.7       | 1.0       | 1.0       | 1.0       |
| 55        | 0.9705    | 0.421     | 0.7362    | 1.518     | 2.937     | 1.0       |
| 56        | 0.9675    | 0.01      | 0.7       | 2.389     | 1.667     | 1.0       |
| 57        | 0.9463    | 0.5131    | 1.0       | 2.099     | 1.799     | 1.0       |
| 58        | 0.8692    | 10.0      | 0.7       | 5.0       | 3.0       | 1.0       |
| 59        | 0.8754    | 3.756     | 0.7       | 1.0       | 1.0       | 1.0       |
| 60        | 0.9691    | 0.01      | 0.7       | 3.04      | 2.485     | 1.0       |
=====================================================================================
Best parameters for label severe_toxic: {'alpha': 0.07081443444614416, 'max_df': 0.8523586112847981, 'min_df': 4, 'ngram_range': (1, 2)}
Optimizing for label: obscene
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
-------------------------------------------------------------------------------------
| 1         | 0.9219    | 3.752     | 0.9852    | 3.928     | 2.197     | 1.0       |
| 2         | 0.9478    | 1.568     | 0.7174    | 4.465     | 2.202     | 1.0       |
| 3         | 0.9585    | 0.2156    | 0.991     | 4.33      | 1.425     | 1.0       |
| 4         | 0.9206    | 1.842     | 0.7913    | 3.099     | 1.864     | 1.0       |
| 5         | 0.8793    | 6.122     | 0.7418    | 2.169     | 1.733     | 1.0       |
| 6         | 0.8948    | 7.854     | 0.7599    | 3.057     | 2.185     | 1.0       |
| 7         | 0.9041    | 6.079     | 0.7512    | 1.26      | 2.898     | 1.0       |
| 8         | 0.8937    | 8.086     | 0.7914    | 1.391     | 2.368     | 1.0       |
| 9         | 0.9523    | 1.229     | 0.8486    | 1.138     | 2.819     | 1.0       |
| 10        | 0.9011    | 6.629     | 0.7935    | 3.08      | 2.093     | 1.0       |
| 11        | 0.949     | 0.01998   | 0.9413    | 4.557     | 2.939     | 1.0       |
| 12        | 0.9438    | 0.01      | 1.0       | 1.0       | 1.294     | 1.0       |
| 13        | 0.9443    | 0.01      | 1.0       | 2.039     | 3.0       | 1.0       |
| 14        | 0.9438    | 0.01      | 0.7       | 5.0       | 1.0       | 1.0       |
| 15        | 0.9572    | 0.06472   | 0.726     | 3.279     | 1.131     | 1.0       |
| 16        | 0.8669    | 10.0      | 1.0       | 5.0       | 1.0       | 1.0       |
| 17        | 0.9023    | 5.452     | 0.7       | 5.0       | 3.0       | 1.0       |
| 18        | 0.9191    | 2.169     | 1.0       | 5.0       | 1.0       | 1.0       |
| 19        | 0.9325    | 2.712     | 0.8449    | 1.061     | 2.936     | 1.0       |
| 20        | 0.9383    | 1.885     | 1.0       | 5.0       | 3.0       | 1.0       |
| 21        | 0.944     | 0.01      | 0.7       | 3.644     | 2.129     | 1.0       |
| 22        | 0.9442    | 0.01      | 0.7       | 1.0       | 3.0       | 1.0       |
| 23        | 0.9237    | 1.672     | 1.0       | 1.0       | 1.0       | 1.0       |
| 24        | 0.9608    | 0.6245    | 1.0       | 5.0       | 2.172     | 1.0       |
| 25        | 0.9581    | 0.07779   | 0.8979    | 2.248     | 1.155     | 1.0       |
| 26        | 0.9439    | 0.01      | 0.7       | 5.0       | 2.185     | 1.0       |
| 27        | 0.9535    | 0.9606    | 1.0       | 4.066     | 3.0       | 1.0       |
| 28        | 0.9438    | 0.01      | 1.0       | 2.968     | 1.0       | 1.0       |
| 29        | 0.9521    | 0.4739    | 0.7       | 1.89      | 1.91      | 1.0       |
| 30        | 0.9435    | 0.7853    | 0.7       | 3.988     | 1.0       | 1.0       |
| 31        | 0.8634    | 10.0      | 1.0       | 1.0       | 1.0       | 1.0       |
| 32        | 0.9438    | 0.01      | 0.7       | 1.751     | 1.0       | 1.0       |
| 33        | 0.9458    | 1.387     | 1.0       | 2.248     | 3.0       | 1.0       |
| 34        | 0.8875    | 5.409     | 1.0       | 5.0       | 1.0       | 1.0       |
| 35        | 0.9438    | 0.01      | 1.0       | 2.35      | 1.827     | 1.0       |
| 36        | 0.9588    | 0.7877    | 0.704     | 4.898     | 2.928     | 1.0       |
| 37        | 0.9449    | 0.739     | 0.7       | 2.448     | 1.032     | 1.0       |
| 38        | 0.8956    | 3.834     | 0.7       | 1.0       | 1.0       | 1.0       |
| 39        | 0.9213    | 3.186     | 0.7       | 2.764     | 3.0       | 1.0       |
| 40        | 0.9599    | 0.701     | 0.7       | 4.416     | 2.108     | 1.0       |
| 41        | 0.9435    | 0.01      | 0.7       | 4.0       | 1.0       | 1.0       |
| 42        | 0.96      | 0.675     | 1.0       | 1.0       | 2.145     | 1.0       |
| 43        | 0.939     | 0.9643    | 0.7511    | 4.896     | 1.565     | 1.0       |
| 44        | 0.957     | 0.9141    | 0.9925    | 3.91      | 2.131     | 1.0       |
| 45        | 0.8884    | 8.008     | 1.0       | 5.0       | 3.0       | 1.0       |
| 46        | 0.9576    | 0.8806    | 0.9923    | 4.597     | 2.728     | 1.0       |
| 47        | 0.9504    | 0.5334    | 0.7       | 3.351     | 1.568     | 1.0       |
| 48        | 0.9198    | 3.363     | 0.7       | 5.0       | 3.0       | 1.0       |
| 49        | 0.94      | 1.769     | 0.7       | 3.718     | 3.0       | 1.0       |
| 50        | 0.9603    | 0.6442    | 1.0       | 1.483     | 2.633     | 1.0       |
| 51        | 0.9627    | 0.405     | 1.0       | 4.392     | 2.041     | 1.0       |
| 52        | 0.9389    | 0.9669    | 0.9982    | 1.509     | 1.968     | 1.0       |
| 53        | 0.9438    | 0.01      | 0.7       | 1.0       | 2.125     | 1.0       |
| 54        | 0.9578    | 0.6833    | 1.0       | 1.0       | 3.0       | 1.0       |
| 55        | 0.9579    | 0.6942    | 0.7       | 2.913     | 3.0       | 1.0       |
| 56        | 0.9572    | 0.7198    | 0.7       | 1.862     | 3.0       | 1.0       |
| 57        | 0.9596    | 0.7071    | 0.7       | 1.0       | 2.546     | 1.0       |
| 58        | 0.9614    | 0.4766    | 0.7       | 3.724     | 3.0       | 1.0       |
| 59        | 0.9438    | 0.01      | 0.7       | 2.556     | 1.269     | 1.0       |
| 60        | 0.8805    | 10.0      | 0.7       | 2.904     | 3.0       | 1.0       |
=====================================================================================
Best parameters for label obscene: {'alpha': 0.40501768233734997, 'max_df': 1.0, 'min_df': 4, 'ngram_range': (1, 2)}
Optimizing for label: threat
|   iter    |  target   |   alpha   |  max_df   |  min_df   | ngram_... | ngram_... |
-------------------------------------------------------------------------------------
| 1         | 0.7827    | 3.752     | 0.9852    | 3.928     | 2.197     | 1.0       |
| 2         | 0.8327    | 1.568     | 0.7174    | 4.465     | 2.202     | 1.0       |
| 3         | 0.9116    | 0.2156    | 0.991     | 4.33      | 1.425     | 1.0       |
| 4         | 0.798     | 1.842     | 0.7913    | 3.099     | 1.864     | 1.0       |
| 5         | 0.7453    | 6.122     | 0.7418    | 2.169     | 1.733     | 1.0       |
